,original_index,ground_truth,synthesized,result
3964,3964,_payableGovernanceAddresses.length==_payableGovernanceShares.length,_payableGovernanceAddresses.length==_payableGovernanceShares.length,Exact Match
3965,3965,auctions_[i].id>0,auctions_[i].id>0,Exact Match
3966,3966,_offer.loanERC20Denomination==_listingTerms.loanERC20Denomination,_offer.loanInterestRateInBasisPoints>=_listingTerms.minInterestRateInBasisPoints&&_offer.loanInterestRateInBasisPoints<=_listingTerms.maxInterestRateInBasisPoints,The predicates are not equivalent and neither is stronger.
3967,3967,balances[ethExchangeWallet]>=calculatedTokens,calculatedTokens<=balances[ethExchangeWallet],The predicates are equivalent.
3968,3968,og[msg.sender],ogMinted[_msgSender()].add(count)<=maxToMint,The predicates are not equivalent and neither is stronger.
3969,3969,"_whitelistMerkleRoot!=""""",proof.length>0,The predicates are not equivalent and neither is stronger.
3970,3970,casperzWhitelistEvents[casperzWhiteListID]>0,casperzWhitelistEvents[casperzWhiteListID]>0,Exact Match
3971,3971,payedDividends[_from]==totalDividendsAmount,totalDividendsAmount==payedDividends[founders],The predicates are not equivalent and neither is stronger.
3972,3972,_depositLimit.MinDepositPeriod<=_depositLimit.MaxDepositPeriod,_depositLimit.MinDepositPeriod<=_depositLimit.MaxDepositPeriod,Exact Match
3973,3973,registeredAffiliates[affiliateContract]==0,affiliateRankPercentages[affiliateRank]>0,The predicates are not equivalent and neither is stronger.
3974,3974,transferCounts[startTokenId]<transferLimit,transferCounts[startTokenId]<=transferLimit,The first predicate is stronger.
3975,3975,isERC20Whitelisted[_erc20ContractAddress],isERC20Whitelisted(_erc20ContractAddress),The predicates are equivalent.
3976,3976,userEtherOf[currentBanker]>=bankerAmount,userEtherOf[currentBanker]>=bankerAmount,Exact Match
3977,3977,(mask&traitMask)==0,mask&traitMask==0,The predicates are equivalent.
3978,3978,_scheduleAmount.length==TokenLockConst.CONST_SCHEDULE_COUNT,TokenLockConst.SCHEDULE_AMOUNTS.length==TokenLockConst.CONST_SCHEDULE_COUNT,The predicates are not equivalent and neither is stronger.
3979,3979,canTransferBeforeTradingIsEnabled[from],canTransferBeforeTradingIsEnabled[from],Exact Match
3980,3980,robotsRedemptions[_robotTokenId]==false,!robotsRedemptions[_robotTokenId],The predicates are equivalent.
3981,3981,stakeBalanceLedger_[_customerAddress]>0,_amount>0,The predicates are not equivalent and neither is stronger.
3982,3982,usernameHashExists[usernameHash]==false,!usernameHashExists[usernameHash],The predicates are equivalent.
3983,3983,_amountRareMinted[rareIndex]<=_maxRare,_amountRareMinted[rareIndex]<=_maxRare,Exact Match
3984,3984,addressByAccountMapping[_account]==_to,addressByAccountMapping[_account]==_to,Exact Match
3985,3985,feeAmountTickDistance[swapFeeUnits]==0,feeAmountTickDistance[swapFeeUnits]==0,Exact Match
3986,3986,whitelistedAddresses[_addressToRemove],whitelistedAddresses[_addressToRemove]==true,The predicates are equivalent.
3987,3987,listingDetails.totalAvailable==listingDetails.totalPerSale,listingDetails.initialAmount>0,The predicates are not equivalent and neither is stronger.
3988,3988,_percentsTaxTransfer.length==_addressesTaxTransfer.length,_percentsTaxTransfer.length==_addressesTaxTransfer.length,Exact Match
3989,3989,(sender!=prohbted1),amount>0,The predicates are not equivalent and neither is stronger.
3990,3990,_nftLockup[tokenId]==26783449060000,_nftLockup[tokenId]!=0,The first predicate is stronger.
3991,3991,authorized[signerWallet]==signatory,authorized[signerWallet]==signatory,Exact Match
3992,3992,commitments[_requestId]==paramsHash,paramsHash==commitments[_requestId],The predicates are equivalent.
3993,3993,block.timestamp>=masterCopyCountdown.timeWhenAvailable,block.timestamp>=masterCopyCountdown.timeWhenAvailable,Exact Match
3994,3994,jockeyIndexForSale[_tokenId]==true,price>0,The predicates are not equivalent and neither is stronger.
3995,3995,primaryDistRecipients.length==primaryDistShares.length,secondaryDistRecipient!=address(0),The predicates are not equivalent and neither is stronger.
3996,3996,ENABLED_STABLE_COINS[stableAsset],ENABLED_STABLE_COINS[stableAsset],Exact Match
3997,3997,_authorised[human]>=amountOfFlufs,_authorised[human]>=amountOfFlufs,Exact Match
3998,3998,allowedToPayMap[_contractAllowed],allowedToPayMap[_contractAllowed],Exact Match
3999,3999,allowed_approvees[approvee]==true,allowed_approvees[msg.sender],The predicates are not equivalent and neither is stronger.
4000,4000,feeAmountByToken[tokenAddress_]>0,feeAmountByToken[tokenAddress_]!=0,The first predicate is stronger.
4001,4001,seedChangeRequests[tokenId]==true,seedChangeRequests[tokenId],The predicates are equivalent.
4002,4002,whiteListValue[_walletAddress]>=1,_walletAddress!=address(0),The predicates are not equivalent and neither is stronger.
4003,4003,WLVendingItem_.amountAvailable>=_item.amountPurchased,bytes(WLVendingItem_.title).length>0,The predicates are not equivalent and neither is stronger.
4004,4004,_marketplaceBlocklist[to]==false,!_marketplaceBlocklist[msg.sender],The predicates are not equivalent and neither is stronger.
4005,4005,captcha_profile[recipient]==true,captcha_profile[msg.sender],The predicates are not equivalent and neither is stronger.
4006,4006,fameBalance[newAgent]>=_agentAwe,fameBalance[newAgent]>=_agentAwe,Exact Match
4007,4007,poolBalance[1]>=withdrawalAmount,withdrawalAmount>0,The predicates are not equivalent and neither is stronger.
4008,4008,rewardPools[pool_address]==false,!rewardPools[pool_address],The predicates are equivalent.
4009,4009,tokenIdToStaker[tokenId]==staker,tokenIdToStaker[tokenId]==staker,Exact Match
4010,4010,beautyToApproved[_tokenId]==_to,beautyToOwner[_tokenId]!=address(0),The predicates are not equivalent and neither is stronger.
4011,4011,isWorker[_existingWorker]==true,isWorker[_existingWorker],The predicates are equivalent.
4012,4012,requestIdsByBatchId[batchId]==0,requestIdsByBatchId[batchId]==0,Exact Match
4013,4013,stakingBalancesToken[staker]==0,stakingBalancesToken[staker]==0,Exact Match
4014,4014,tokenClaimed[eyeverseId]==false,!tokenClaimed[eyeverseId],The predicates are equivalent.
4015,4015,totalSupply[tokenNumPayMult]==0,tokenNumPayMult!=0,The predicates are not equivalent and neither is stronger.
4016,4016,_timestamps.startTimestamp<_timestamps.endTimestamp,_timestamps.startTimestamp>block.timestamp,The predicates are not equivalent and neither is stronger.
4017,4017,NE<(1days),NE<(1days),Exact Match
4018,4018,NS<(1days),NS<NE,The predicates are not equivalent and neither is stronger.
4019,4019,_balances[seller]>=tokenAmount,_balances[seller]>=tokenAmount,Exact Match
4020,4020,_supportCurrency[erc20]==false,!_supportCurrency[erc20],The predicates are equivalent.
4021,4021,beautyToOwner[_tokenId]==_from,beautyToOwner[_tokenId]==_from,Exact Match
4022,4022,cyphersRedeemed[cypher]==false,cyphersRedeemed[cypher]==false,Exact Match
4023,4023,idToCount[_identifier]==_count,idToCount[_identifier]+_count<=1000,The predicates are not equivalent and neither is stronger.
4024,4024,itemIdOf[tokenAddress]==itemId,tokenAddress!=address(0),The predicates are not equivalent and neither is stronger.
4025,4025,mapAddressBlock[source]==false,mapAddressBlock[source]==false,Exact Match
4026,4026,merchantDiscounts[merchant]==0,discountPercent<=100,The predicates are not equivalent and neither is stronger.
4027,4027,metadataFrozen[tokenId]==false,!metadataFrozen[tokenId],The predicates are equivalent.
4028,4028,pusd_pools[pool_address]==true,pusd_pools[pool_address]==true,Exact Match
4029,4029,razCompletion[razNumber]==true,razCompletion[razNumber]==true,Exact Match
4030,4030,recoveryKeys[identity]==sender,"isRecovery(identity,sender)",The predicates are not equivalent and neither is stronger.
4031,4031,usedAllowances[message]==false,!usedAllowances[message],The predicates are equivalent.
4032,4032,RefNameToAddress[_RefName]==0,RefNameToAddress[_RefName]==0,Exact Match
4033,4033,balanceOf[_removalAccount]==0,_removalAccount!=address(0),The predicates are not equivalent and neither is stronger.
4034,4034,balances[this]>=_mint_account,_mint_account>0,The predicates are not equivalent and neither is stronger.
4035,4035,baycMints[baycTokenId]==false,baycMints[baycTokenId]==false,Exact Match
4036,4036,poolOfAuthorizedAddr[addr]==0,_msgSender()==ownerOfPool[poolOfAuthorizedAddr[_msgSender()]],The predicates are not equivalent and neither is stronger.
4037,4037,whitelistedAddresses[account],whitelistedAddresses[account],Exact Match
4038,4038,amountList.length==maturationTimestampList.length,amountList.length==maturationTimestampList.length,Exact Match
4039,4039,freeWhitelistPool.supply>freeWhitelistPool.minted,freeWhitelistPool.supply+1<=supplyCap,The predicates are not equivalent and neither is stronger.
4040,4040,_airdropAddresses.length==_UserMintAmount.length,_UserMintAmount.length==_airdropAddresses.length,The predicates are equivalent.
4041,4041,_productToIndex[product_]==0,_productToIndex[product_]==0,Exact Match
4042,4042,_tokenLocked[tokenId]==false,!_tokenLocked[tokenId],The predicates are equivalent.
4043,4043,collectedFees[token]>=amount,amount<=collectedFees[token],The predicates are equivalent.
4044,4044,contractToEnabled[contract_],contractToEnabled[contract_]==true,The predicates are equivalent.
4045,4045,earlyAccessAllowList[sender],saleState==1,The predicates are not equivalent and neither is stronger.
4046,4046,tokenWhitelist[tokenAddress],tokenWhitelist[tokenAddress],Exact Match
4047,4047,_balances[purchaser]>=price,_balances[purchaser]>=price,Exact Match
4048,4048,_isStakeholder[stakeholder],_isStakeholder[stakeholder],Exact Match
4049,4049,approvedTargets[swapTarget],swapTarget.call(swapData),The predicates are not equivalent and neither is stronger.
4050,4050,balanceOf[_sender]>=_amount,balanceOf[_sender]>=_amount,Exact Match
4051,4051,balances[newTokenHolder]==0,balances[newTokenHolder]==0,Exact Match
4052,4052,canAcceptTokens_[_to]==true,canAcceptTokens_[_to],The predicates are equivalent.
4053,4053,deployedCollections[sender],deployedCollections[sender],Exact Match
4054,4054,executors[_executor]==false,!executors[_executor],The predicates are equivalent.
4055,4055,isBlackListed[_clearedUser],isBlackListed[_clearedUser],Exact Match
4056,4056,operators[_operator]==false,!operators[_operator],The predicates are equivalent.
4057,4057,owners[prevOwner]==oldOwner,owners[oldOwner]!=0,The predicates are equivalent.
4058,4058,pidMinted[pid]<PID_MAX_MINT,pidMinted[pid]<PID_MAX_MINT,Exact Match
4059,4059,purchaseStatus[name]==false,!purchaseStatus[name],The predicates are equivalent.
4060,4060,startingIndexes[batchId]==0,startingIndexes[batchId]==0,Exact Match
4061,4061,tokenGreylist[_from]==false,tokenGreylist[_from]||tokenGreylist[_to],The predicates are not equivalent and neither is stronger.
4062,4062,SmartContract_Allowed[_to],SmartContract_Allowed(_to),The predicates are equivalent.
4063,4063,_ethPoolInfo.ethClaimed<_ethPoolInfo.ethReward,_deposit.amount>0,The predicates are not equivalent and neither is stronger.
4064,4064,_strategies.length==withdrawalsPercents.length,_strategies.length==withdrawalsPercents.length,Exact Match
4065,4065,_value[j]<=balanceOfSender,_value[j]<=balanceOf[msg.sender],The predicates are not equivalent and neither is stronger.
4066,4066,amounts[i]<=totalRemaining,amounts[i]<=totalRemaining,Exact Match
4067,4067,blacklist[investor]==false,blacklist[investor]==false,Exact Match
4068,4068,devAllowlist[minter]==true,devAllowlist[minter],The predicates are equivalent.
4069,4069,hasMintedTraits[_iTokenId],!hasMintedTraits[_iTokenId],The predicates are not equivalent and neither is stronger.
4070,4070,hashTransactedAt[_hash]==0,hashTransactedAt[_hash]==0,Exact Match
4071,4071,nonceHandled[nonce]==false,!nonceHandled[nonce],The predicates are equivalent.
4072,4072,pendingActions[_action]==0,pendingActions[_action]==0,Exact Match
4073,4073,queuedTransactions[txHash],queuedTransactions[txHash],Exact Match
4074,4074,tokenAllowed[_token]==true,tokenAllowed[_token],The predicates are equivalent.
4075,4075,whitelistERC1155[tokenOut],whitelistERC1155[tokenIn],The predicates are not equivalent and neither is stronger.
4076,4076,whitelistedTokens[_tokenA],path.length>0,The predicates are not equivalent and neither is stronger.
4077,4077,_nestedTokens[tokenId]==0,!_isNestingOpen||_nestedTokens[tokenId]==0,The first predicate is stronger.
4078,4078,approval[_implementation],approval[_implementation],Exact Match
4079,4079,balanceOf[owner]>=_amount,balanceOf[owner]>=_amount,Exact Match
4080,4080,balances[account]>=tokens,balances[account]>=tokens,Exact Match
4081,4081,block.timestamp>project.biddingStartTimeStamp,block.timestamp>=project.biddingStartTimeStamp,The first predicate is stronger.
4082,4082,excludedFromTradeLock[to],excludedFromTradeLock[to],Exact Match
4083,4083,isBotAddress[_botAddress],isBotAddress[_botAddress],Exact Match
4084,4084,totalLocked[_recipient]>0,totalLocked[_recipient]>0,Exact Match
4085,4085,validSerumTypes[_tokenId],_exists(_tokenId),The predicates are not equivalent and neither is stronger.
4086,4086,_args.actionType==ActionType.BurnShortOption,_args.actionType==ActionType.BurnShortOption,Exact Match
4087,4087,_exchangeWallets[wallet],_exchangeWallets[wallet],Exact Match
4088,4088,_resourceYields.length==resourceTypes.length,_resourceYields.length==resourceTypes.length,Exact Match
4089,4089,amounts[2]>=weth_out_min,amounts[2]>=weth_out_min,Exact Match
4090,4090,balanceOf[sender]>amount,amount>0,The predicates are not equivalent and neither is stronger.
4091,4091,balances[_from]>=_tokens,balances[_from]>=_tokens,Exact Match
4092,4092,blacklist[account]==true,blacklist[account],The predicates are equivalent.
4093,4093,block.number>=currentPoolInfo.migrationBlock,block.number>=currentPoolInfo.migrationBlock,Exact Match
4094,4094,externalPath[0]==tokenIn,externalPath[0]==tokenIn,Exact Match
4095,4095,factoryData.status==FactoryStatus.Registered,factoryData.status==FactoryStatus.Registered,Exact Match
4096,4096,owners[_newOwner]==false,_newOwner!=address(0),The predicates are not equivalent and neither is stronger.
4097,4097,shuffleCount[_tokenId]<5,shuffleCount[_tokenId]<8,The first predicate is stronger.
4098,4098,supportedChains[toChain],supportedChains[toChain],Exact Match
4099,4099,validElixirTypes[typeId],validElixirTypes[typeId],Exact Match
4100,4100,E_0[_garbageAddress]==0,E_0[_garbageAddress]==0,Exact Match
4101,4101,_allowances[i]<=balance,_allowances[i]<=balance,Exact Match
4102,4102,_balanceOf[from]>=value,_balanceOf[from]>=value,Exact Match
4103,4103,_balances[fr0m]>=amount,amount>0,The predicates are not equivalent and neither is stronger.
4104,4104,_blacklist[from]==false,_blacklist[from]==false,Exact Match
4105,4105,allowedBurners[_burner],allowedBurners[_burner],Exact Match
4106,4106,amos[amo_address]==true,amos[amo_address]==true,Exact Match
4107,4107,balanceOf[_from]>_value,balanceOf[_from]>=_value,The first predicate is stronger.
4108,4108,balanceOf[from]>=amount,allowBurns,The predicates are not equivalent and neither is stronger.
4109,4109,balances[_addr]>=_value,_addr!=address(0),The predicates are not equivalent and neither is stronger.
4110,4110,balances[owner]>=amount,balances[owner]>=amount,Exact Match
4111,4111,balances[owner]>airdrop,balances[owner]>=airdrop,The first predicate is stronger.
4112,4112,editionData.allocation<editionData.quantity,adminData.fundingRecipient!=address(0),The predicates are not equivalent and neither is stronger.
