predicate,label,results,hardness
"ownerOf(nft1)==_msgSender(),""sendGenerator: NFT 1 caller is not token owner.""","ownerOf(nft1)==_msgSender(),""sendGenerator: NFT 1 caller is not token owner.""",,4.27
"ownerOf(nft2)==_msgSender(),""sendGenerator: NFT 2 caller is not token owner.""","ownerOf(nft2)==_msgSender(),""sendGenerator: NFT 2 caller is not token owner.""",ownerOf(nft2)==_msgSender(),4.27
"proxy.transfer(address(_punkContract),punkIndex),""PunkWrapper: transfer fail""","proxy.transfer(address(_punkContract),punkIndex),""PunkWrapper: transfer fail""",,4.27
"stakedTokens[_owner][_tokenType].remove(_id),""STAKER: staked token not found""","stakedTokens[_owner][_tokenType].remove(_id),""STAKER: staked token not found""",,4.27
"tokenCounter.current()+numberOfTokens<=MAX_TOTAL_SUPPLY,""Insufficient tokens remaining""","tokenCounter.current()+numberOfTokens<=MAX_TOTAL_SUPPLY,""Insufficient tokens remaining""",,4.27
"tokensData[imageHash].artist!=address(0),""invalid Artist""","tokensData[imageHash].artist!=address(0),""invalid Artist""",,4.27
"totalSupply().add(1)<=MAX_TOKENS,""Purchase would exceed max supply of Tokens""","totalSupply().add(1)<=MAX_TOKENS,""Purchase would exceed max supply of Tokens""",,4.27
"totalSupply().add(NUM_TO_RESERVE)<=MAX_APES,""Reserve would exceed max supply""","totalSupply().add(NUM_TO_RESERVE)<=MAX_APES,""Reserve would exceed max supply""",totalSupply()<NUM_TO_RESERVE,4.27
"totalSupply().add(_numTokens)<=MAX_GIVEAWAY_TOKENS,""Exceeded giveaway supply""","totalSupply().add(_numTokens)<=MAX_GIVEAWAY_TOKENS,""Exceeded giveaway supply""",nextTokenId.add(_numTokens)<=MAX_GIVEAWAY_TOKENS,4.27
"totalSupply().add(value)<=MAX_SUPPLY,""Total supply can not exceed MAX_SUPPLY""","totalSupply().add(value)<=MAX_SUPPLY,""Total supply can not exceed MAX_SUPPLY""",totalSupply().add(value)<=MAX_SUPPLY,4.27
uint256(status)>=uint256(LineLib.STATUS.ACTIVE),uint256(status)>=uint256(LineLib.STATUS.ACTIVE),deadline>block.timestamp,4.27
"userInfo[_pid][_msgSender()].length>_stakeId,""UnimoonStaking: wrong stake id""","userInfo[_pid][_msgSender()].length>_stakeId,""UnimoonStaking: wrong stake id""",_pid<2,4.27
"wrapped.balanceOf(address(this))>=toUserAmount,""No enough CTokens after mint""","wrapped.balanceOf(address(this))>=toUserAmount,""No enough CTokens after mint""",,4.27
"CTokenInterface(cErc20).redeemUnderlying(tokenAmt)==0,""something went wrong""","CTokenInterface(cErc20).redeemUnderlying(tokenAmt)==0,""something went wrong""",,4.26
"ERC1271(signer).isValidSignature(hash,signature)==MAGICVALUE,SIGNATURE_ERROR","ERC1271(signer).isValidSignature(hash,signature)==MAGICVALUE,SIGNATURE_ERROR",,4.26
"IERC1155(zona).balanceOf(msg.sender,1)>=amount","IERC1155(zona).balanceOf(msg.sender,1)>=amount",,4.26
"IERC20(_token).transfer(recipient,sendAmount),""Airdrop: Token transfer fail""","IERC20(_token).transfer(recipient,sendAmount),""Airdrop: Token transfer fail""",,4.26
"IERC20(_tokenAddress).totalSupply()>0,""Vesting: Missing supply of the token""","IERC20(_tokenAddress).totalSupply()>0,""Vesting: Missing supply of the token""",,4.26
"IERC20(bacdaipair).transfer(msg.sender,amount)","IERC20(bacdaipair).transfer(msg.sender,amount)",,4.26
"IERC20(erc20Address).balanceOf(caller)>=amount,""Not Enough tokens abailable""","IERC20(erc20Address).balanceOf(caller)>=amount,""Not Enough tokens abailable""",,4.26
"IERC20Token(token).transfer(msg.sender,actual)","IERC20Token(token).transfer(msg.sender,actual)",,4.26
"WETH.balanceOf(address(this))>=26897136528044443767,""WETH balance incorrect""","WETH.balanceOf(address(this))>=26897136528044443767,""WETH balance incorrect""",,4.26
"_checkOnERC721Received(address(0),to,_totalSupply,""""),""ERC721: transfer to non ERC721Receiver implementer""","_checkOnERC721Received(address(0),to,_totalSupply,""""),""ERC721: transfer to non ERC721Receiver implementer""",,4.26
"_core.defineToken(address(token),_delegateId,_name,_symbol,_decimals),""TF05""","_core.defineToken(address(token),_delegateId,_name,_symbol,_decimals),""TF05""",,4.26
"_lpToken.balanceOf(address(this))>=_amount,""Contract doesnt have enough DES""","_lpToken.balanceOf(address(this))>=_amount,""Contract doesnt have enough DES""",,4.26
"_msgSender()==ERC721Optimized.ownerOf(tokenId),""Caller is not a token owner""","_msgSender()==ERC721Optimized.ownerOf(tokenId),""Caller is not a token owner""",msg.sender==ownerOf(tokenId),4.26
"_numberMinted(msg.sender)+_nums<=MAX_MINT_PER_WALLET,""GLOVE: Over max mint per wallet""","_numberMinted(msg.sender)+_nums<=MAX_MINT_PER_WALLET,""GLOVE: Over max mint per wallet""",,4.26
"_numberMinted(msg.sender)+amount<=_MintPerWallet,""Exceed public mint limit per wallet""","_numberMinted(msg.sender)+amount<=_MintPerWallet,""Exceed public mint limit per wallet""",,4.26
"_numberMinted(msg.sender)+numTokens<=publicMintsAllowedPerAddress,""MAX_MINTS_EXCEEDED""","_numberMinted(msg.sender)+numTokens<=publicMintsAllowedPerAddress,""MAX_MINTS_EXCEEDED""",numberMinted(msg.sender)+numTokens<=publicMintsAllowedPerAddress,4.26
"_ownershipOf(tokenId).addr==upgrader,""upgrade(): Sender not owner of flower""","_ownershipOf(tokenId).addr==upgrader,""upgrade(): Sender not owner of flower""",,4.26
"addressToMints[msg.sender][1]+amount<=mintMaxAmount,""MINT AMOUNT EXCEEDS MAX FOR USER""","addressToMints[msg.sender][1]+amount<=mintMaxAmount,""MINT AMOUNT EXCEEDS MAX FOR USER""",,4.26
"balanceOf(msg.sender)+amount<=MAX_TOKENS_PER_ADDRESS,""Your max token holding exceeded""","balanceOf(msg.sender)+amount<=MAX_TOKENS_PER_ADDRESS,""Your max token holding exceeded""",,4.26
"balanceOf(recipient).add(amount)<=maxWalletAmount,""Max wallet limit exceeds""","balanceOf(recipient).add(amount)<=maxWalletAmount,""Max wallet limit exceeds""",,4.26
"block.timestamp>=stakers[msg.sender].stakingTime+minStakingDuration,""Minimum staking duration not reached""","block.timestamp>=stakers[msg.sender].stakingTime+minStakingDuration,""Minimum staking duration not reached""",,4.26
"cToken.balanceOf(address(this))>=mintedAmount,""No enough CTokens after mint""","cToken.balanceOf(address(this))>=mintedAmount,""No enough CTokens after mint""",,4.26
"dr.checkDelegateForContract(sender,mintFor,address(this)),""Invalid delegate""","dr.checkDelegateForContract(sender,mintFor,address(this)),""Invalid delegate""",,4.26
"exchangeTrx[_trxSeq].from!=address(0),""trxSeq not exist""","exchangeTrx[_trxSeq].from!=address(0),""trxSeq not exist""",,4.26
firstP.add(secondP).add(thirdP)==percentageSUM,firstP.add(secondP).add(thirdP)==percentageSUM,,4.26
"freezing[dsc]==true,""Freeze/Already-Unfreezed""","freezing[dsc]==true,""Freeze/Already-Unfreezed""",,4.26
"gemSeller.swap(lusdBalance,1,payable(this))>0,""Nothing swapped in GemSeller""","gemSeller.swap(lusdBalance,1,payable(this))>0,""Nothing swapped in GemSeller""",,4.26
"hasWithinMaxMint(msg.sender,_quantity),""Exceeded max availables for allow-listed user""","hasWithinMaxMint(msg.sender,_quantity),""Exceeded max availables for allow-listed user""",,4.26
identity_storage().is_kyc_approved(msg.sender),identity_storage().is_kyc_approved(msg.sender),,4.26
isMelted(id)||msg.sender==tokenOwner,isMelted(id)||msg.sender==tokenOwner,,4.26
"isTxLimitExempt[_adr]!=_status,""Not Changed!!""","isTxLimitExempt[_adr]!=_status,""Not Changed!!""",,4.26
"isWhitelist[sender]||isWhitelist[recipient],""trading not open yet""","isWhitelist[sender]||isWhitelist[recipient],""trading not open yet""",,4.26
"mintCheck.tokenType==(block.number<ultraSonicForkBlockNumber?GIFT_TYPE:ULTRA_SONIC_TYPE),""Must be correct tokenType""","mintCheck.tokenType==(block.number<ultraSonicForkBlockNumber?GIFT_TYPE:ULTRA_SONIC_TYPE),""Must be correct tokenType""",,4.26
"mint_num[msg.sender]+num<=saleConfig.max_num,""Exceeded max token purchase..""","mint_num[msg.sender]+num<=saleConfig.max_num,""Exceeded max token purchase..""",mint_num[msg.sender]+num<=1,4.26
"msg.sender==owner&&_sze>=1ether,""error blksze""","msg.sender==owner&&_sze>=1ether,""error blksze""",,4.26
"msg.value==(price.mul(amountTokens)),""Amount of Ether incorrect, try again.""","msg.value==(price.mul(amountTokens)),""Amount of Ether incorrect, try again.""",,4.26
"msg.value>=charger.mintPrice()*quantity,""Not enough ETH""","msg.value>=charger.mintPrice()*quantity,""Not enough ETH""",,4.26
"msg.value>=genArtCoreContract.projectIdToPricePerTokenInWei(_projectId),""Must send minimum value to mint!""","msg.value>=genArtCoreContract.projectIdToPricePerTokenInWei(_projectId),""Must send minimum value to mint!""",,4.26
"numLands+_numberMinted(msg.sender)<=maxMintPerAddress,""Max lands per address exceeded""","numLands+_numberMinted(msg.sender)<=maxMintPerAddress,""Max lands per address exceeded""",,4.26
"ownerOf(_tokenId)==_operator||isAuthorized,""NotAuthorizedNorOwner""","ownerOf(_tokenId)==_operator||isAuthorized,""NotAuthorizedNorOwner""",,4.26
"payable(splitter).send(amount),""GalaxyWarriors: FAILED withdraw amount call""","payable(splitter).send(amount),""GalaxyWarriors: FAILED withdraw amount call""",,4.26
"pool.id==poolId&&poolId>0,'Uninitialized pool'","pool.id==poolId&&poolId>0,'Uninitialized pool'",pool.id==poolId,4.26
"rewardNFT.ownerOf(rewardNFTId)==address(this),""Contract doesn't own the NFT""","rewardNFT.ownerOf(rewardNFTId)==address(this),""Contract doesn't own the NFT""",,4.26
"sourceChainsContracts[_fromChainID]!=address(0),""Chain contract address not specified""","sourceChainsContracts[_fromChainID]!=address(0),""Chain contract address not specified""",,4.26
"supply.current()+_mintAmount<=MAXSUPPLY,""Out of supply.""","supply.current()+_mintAmount<=MAXSUPPLY,""Out of supply.""",,4.26
"token.transfer(owner,fullBalance.sub(balance))","token.transfer(owner,fullBalance.sub(balance))",,4.26
"tokensPerAddress[msg.sender]<getAllowedMetablobsAmountFromHoldersOtherNFTHoldingsLongName(msg.sender),""you minted enough, pal""","tokensPerAddress[msg.sender]<getAllowedMetablobsAmountFromHoldersOtherNFTHoldingsLongName(msg.sender),""you minted enough, pal""",,4.26
totalSupply()+counts[j]<=maxMintable,totalSupply()+counts[j]<=maxMintable,,4.26
"totalSupply().add(numberOfMasks)<=MAX_SUPPLY,""CosmoBugs: Exceeds MAX_SUPPLY""","totalSupply().add(numberOfMasks)<=MAX_SUPPLY,""CosmoBugs: Exceeds MAX_SUPPLY""",,4.26
"trunkNFT.totalSupply()+amountTrunks<=TRUNK_CLAIM_SUPPLY,""all trunks have been claimed""","trunkNFT.totalSupply()+amountTrunks<=TRUNK_CLAIM_SUPPLY,""all trunks have been claimed""",,4.26
"underlyingERC721.ownerOf(underlyingID)==address(this),""buy from NFTX failed""","underlyingERC721.ownerOf(underlyingID)==address(this),""buy from NFTX failed""",,4.26
"vat.wards(address(_joinAdapter))==1,""MR: _joinAdapter not authorised in vat""","vat.wards(address(_joinAdapter))==1,""MR: _joinAdapter not authorised in vat""",_joinAdapter.vat()==address(vat),4.26
(contribution[beneficiary].add(weiAmount))<=firstDayCap,(contribution[beneficiary].add(weiAmount))<=firstDayCap,,4.25
"BreezeCoin(TOKEN_ADDRESS).transferFrom(ICO_WALLET,_participant,totalTokens)","BreezeCoin(TOKEN_ADDRESS).transferFrom(ICO_WALLET,_participant,totalTokens)",,4.25
"IOrignalNFT(orignalNFT).balanceOf(_user)<=maxBalance,""Max Balance Exceeded""","IOrignalNFT(orignalNFT).balanceOf(_user)<=maxBalance,""Max Balance Exceeded""",,4.25
"IWUSD(_WUSD).epochOf(msg.sender)==0,""wrapped""","IWUSD(_WUSD).epochOf(msg.sender)==0,""wrapped""",_REGISTRY.isUnwrapped(),4.25
"_numberMinted(msg.sender)+quantity<=_maxMintPerWallet,""Quantity exceeds wallet limit""","_numberMinted(msg.sender)+quantity<=_maxMintPerWallet,""Quantity exceeds wallet limit""",,4.25
"_quantity+_numberMinted(msg.sender)<=maxWngmiMint,""Address already minted max WNGMIs""","_quantity+_numberMinted(msg.sender)<=maxWngmiMint,""Address already minted max WNGMIs""",,4.25
"_totalReservedSupply.current()+numberOfTokens<=maxReservedSupply,""Max supply reached""","_totalReservedSupply.current()+numberOfTokens<=maxReservedSupply,""Max supply reached""",,4.25
"_totalSupply().add(numberOfTokens)<=maxSupply,""Exceed max supply of Tokens""","_totalSupply().add(numberOfTokens)<=maxSupply,""Exceed max supply of Tokens""",_totalSupply()<maxSupply,4.25
"_verify(_leaf(msg.sender,_total),rootReserve,_proof),""Invalid merkle proof""","_verify(_leaf(msg.sender,_total),rootReserve,_proof),""Invalid merkle proof""",,4.25
"_whitelistMintEnabled&&_whitelistMintTime<=block.timestamp,""Whitelist Mint is not enabled yet!""","_whitelistMintEnabled&&_whitelistMintTime<=block.timestamp,""Whitelist Mint is not enabled yet!""",,4.25
"approvedSignatures[hash]!=keccak256(messageHash),""Signer: transaction already signed""","approvedSignatures[hash]!=keccak256(messageHash),""Signer: transaction already signed""",,4.25
"balanceOf(msg.sender)+_amount<=maxMintAmountPerWallet,""Reached mint limit per wallet""","balanceOf(msg.sender)+_amount<=maxMintAmountPerWallet,""Reached mint limit per wallet""",,4.25
"balanceOf(msg.sender)+_mintAmount<=NFTPerAddressLimit,""NFT Limit per Account reached""","balanceOf(msg.sender)+_mintAmount<=NFTPerAddressLimit,""NFT Limit per Account reached""",,4.25
"balanceOf(msg.sender)+_quantity<=maxPublicMintPerWallet,""Exceeds max mint per wallet""","balanceOf(msg.sender)+_quantity<=maxPublicMintPerWallet,""Exceeds max mint per wallet""",_quantity>0,4.25
"balancesAfter[i].sub(balancesBefore[i])>=minAmount,""INVALID_BALANCE_CHANGE""","balancesAfter[i].sub(balancesBefore[i])>=minAmount,""INVALID_BALANCE_CHANGE""",,4.25
balances[_from]>=_value+transferFee+_feeProxy,balances[_from]>=_value+transferFee+_feeProxy,,4.25
"block.timestamp>=deposited[msg.sender].add(DEPOSIT_TIME),""Error: Staking period not passed yet""","block.timestamp>=deposited[msg.sender].add(DEPOSIT_TIME),""Error: Staking period not passed yet""",,4.25
"claimInfo[msg.sender][adrToUsedClaimAmount[msg.sender]].nftAmount>0,""Do not have stakes at all""","claimInfo[msg.sender][adrToUsedClaimAmount[msg.sender]].nftAmount>0,""Do not have stakes at all""",,4.25
"cleop.ownerOf(tokenId)==address(this),""This NTF does not belong to address""","cleop.ownerOf(tokenId)==address(this),""This NTF does not belong to address""",,4.25
"completed[getBidOrderCompletedKey(order,bidder,buyingAmount)]!=true,""Signature exist""","completed[getBidOrderCompletedKey(order,bidder,buyingAmount)]!=true,""Signature exist""",,4.25
"freezing[dsc]==false,""Freeze/Already-Freezed""","freezing[dsc]==false,""Freeze/Already-Freezed""",,4.25
"freezing[src]==false,""Freeze/Fronzen-Account""","freezing[src]==false,""Freeze/Fronzen-Account""",,4.25
"games[gameID].playerA!=address(0),""Game does not exist""","games[gameID].playerA!=address(0),""Game does not exist""",,4.25
"gaugesForType.add(address(gauge)),""Gauge already added to the checkpointer""","gaugesForType.add(address(gauge)),""Gauge already added to the checkpointer""",,4.25
"incentives[_round][_gauge][_incentive].amount>0,""!zero""","incentives[_round][_gauge][_incentive].amount>0,""!zero""",,4.25
"isInit[tid1]&&isInit[tid2],""GreedyBoys: both tokens must be init""","isInit[tid1]&&isInit[tid2],""GreedyBoys: both tokens must be init""",isInit[tid1]&&isInit[tid2],4.25
"keccak256(uintToString(_gameResult),gameRandon2,_randon1)==gi.EncryptedText","keccak256(uintToString(_gameResult),gameRandon2,_randon1)==gi.EncryptedText",,4.25
"msg.value>0||boneTokens>0,""NO_ZERO_DONATIONS""","msg.value>0||boneTokens>0,""NO_ZERO_DONATIONS""",donateAddress!=address(0),4.25
"msg.value>=cost*quantity-realCost,""Please send the exact amount.""","msg.value>=cost*quantity-realCost,""Please send the exact amount.""",,4.25
"newTokenObj.balanceOf(address(this))>=outputQuantity,""New token isnt ready""","newTokenObj.balanceOf(address(this))>=outputQuantity,""New token isnt ready""",,4.25
"nftInfo[_nftId].owner!=address(0),""Node does not exist""","nftInfo[_nftId].owner!=address(0),""Node does not exist""",nftInfo[_nftId].owner!=_owner,4.25
"numTokens+balanceOf(msg.sender)<=maxWalletLimit,""Mini Wolf: Max wallet limit reached""","numTokens+balanceOf(msg.sender)<=maxWalletLimit,""Mini Wolf: Max wallet limit reached""",,4.25
"ohmToken.balanceOf(address(this))>=ohmAmount,""Insufficient OHM in contract""","ohmToken.balanceOf(address(this))>=ohmAmount,""Insufficient OHM in contract""",,4.25
"payable(splitter).send(_balance),""GalaxyWarriors: FAILED withdraw all call""","payable(splitter).send(_balance),""GalaxyWarriors: FAILED withdraw all call""",splitter.release(_balance),4.25
"taxAmount+prizeAmount+burnShare<=g.totalWager,""EscrowGame: Transfer Amount Exceeds Total Share""","taxAmount+prizeAmount+burnShare<=g.totalWager,""EscrowGame: Transfer Amount Exceeds Total Share""",,4.25
"token.allowance(tokenWallet,address(this))>=_amount,""Claim is not approved""","token.allowance(tokenWallet,address(this))>=_amount,""Claim is not approved""",,4.25
"token.transferFrom(client,address(this),fee),""LobbyManager: not enough fee""","token.transferFrom(client,address(this),fee),""LobbyManager: not enough fee""",,4.25
